review_text,review_rating,review_timestamp,clean_review
This app for the nexus 7 is amazing it's a lot better than google maps and you can have fun with the app,4,17-11-2012 16:51,this app for the nexus 7 is amazing it s a lot better than google maps and you can have fun with the app
This app make me more fun when driving.,5,28-06-2012 06:04,this app make me more fun when driving
"Nao tive problemas, satisfez as minhas necessidades.",5,02-11-2012 15:01,nao tive problemas satisfez as minhas necessidades
Informative. Esp when i talk to waze peeps,4,18-10-2012 15:59,informative esp when i talk to waze peeps
"Some obvious bugs, but nonetheless this app rocks! If they could somehow get this all to interface with Google Maps, this would be an even better app",5,15-06-2011 17:28,some obvious bugs but nonetheless this app rocks if they could somehow get this all to interface with google maps this would be an even better app
"May evolve into something in the future, but right now it's pretty useless...",2,25-12-2009 14:52,may evolve into something in the future but right now it s pretty useless
Fun app. Especially as a passanger.,5,05-08-2012 06:40,fun app especially as a passanger
Love waze to bits,5,16-11-2012 20:05,love waze to bits
easy to use updated regularly,4,08-05-2012 02:47,easy to use updated regularly
Awesome app. Runs so smooth and has some really unique features,5,13-09-2012 14:42,awesome app runs so smooth and has some really unique features
Force close a lot and uses a lot of battery,1,29-10-2010 13:15,force close a lot and uses a lot of battery
Very nice and usefull. Would like to have offline maps or at least preload route maps.,4,21-06-2012 16:55,very nice and usefull would like to have offline maps or at least preload route maps
User friendly and efficient,5,27-10-2012 15:52,user friendly and efficient
Love the interaction with others on alerts. A bit buggy at times but working its way up. A keeper for sure!,4,01-11-2012 04:33,love the interaction with others on alerts a bit buggy at times but working its way up a keeper for sure
Blown away. Really cool App.,4,17-07-2012 15:28,blown away really cool app
My wife doesn't call me for directions anymore!,5,06-11-2012 21:31,my wife doesn t call me for directions anymore
Good n reliable..,4,15-08-2012 13:22,good n reliable
Must hv app!,5,11-08-2012 14:17,must hv app
Great appear!,5,27-09-2012 19:07,great appear
"Happy with it overall, last update put large box with next turn across the top when using in horizontal mode, leaves very little of map showing.",4,26-11-2012 03:49,happy with it overall last update put large box with next turn across the top when using in horizontal mode leaves very little of map showing
Love this app. Sooooo much better than Telnav & others.,5,13-06-2012 11:11,love this app sooooo much better than telnav others
Real time traffic updates! Very helpful,5,01-10-2012 03:25,real time traffic updates very helpful
Best phone navigation yet!!!!!,5,25-02-2012 14:42,best phone navigation yet
"....update... since updating phone to ICS 4.0 working like a dream! BRILLIANT APP and more n more people using so traffic,  police, speed camera reports very very good. Only GPS application I use now.   Old review 3* ...Great app worth 5* and  invaluable for info on accidents, traffic and police road blocks but if you have had another GPS program openedEd before Waze then it crashes within minutes (SGSII)... Lots.",5,11-07-2012 16:16,update since updating phone to ics 4 0 working like a dream brilliant app and more n more people using so traffic police speed camera reports very very good only gps application i use now old review 3 great app worth 5 and invaluable for info on accidents traffic and police road blocks but if you have had another gps program openeded before waze then it crashes within minutes sgsii lots
Very good gps. Love it,5,04-03-2012 14:30,very good gps love it
Works well.,5,10-02-2011 21:12,works well
This is the coolest app you'll love it!,5,27-01-2010 09:55,this is the coolest app you ll love it
"I missed maps in Nokia, but I guess I will not do so any more",5,27-07-2012 13:33,i missed maps in nokia but i guess i will not do so any more
Saving time with traffic info,5,30-06-2012 21:10,saving time with traffic info
I'm at my destination in the middle of nowhere and would like to set my driving directions to end here but can't. There are spots along the way where service is not available.. Are those miles coined towards my total? Uses up too much battery specifically when running in background. Map should pinpoint bigger cities when zoomed out not random ones along the way. Map often doesn't refresh quick enough and it appears I'm driving with no roads or anything.,1,06-10-2012 10:22,i m at my destination in the middle of nowhere and would like to set my driving directions to end here but can t there are spots along the way where service is not available are those miles coined towards my total uses up too much battery specifically when running in background map should pinpoint bigger cities when zoomed out not random ones along the way map often doesn t refresh quick enough and it appears i m driving with no roads or anything
"Havent really tried yet, only played around with it and seems to work very well.",5,19-05-2012 07:28,havent really tried yet only played around with it and seems to work very well
Very helpfull I love it,5,18-11-2012 13:47,very helpfull i love it
Very cool and very free,5,29-03-2012 13:50,very cool and very free
The new update has really borked the app for some reason. Sections of Interstates just disappeared and the navigation barely works.,2,16-06-2011 18:58,the new update has really borked the app for some reason sections of interstates just disappeared and the navigation barely works
Fun little app,4,23-03-2012 02:28,fun little app
It helps and guides me.. very reliable,5,13-09-2012 05:09,it helps and guides me very reliable
