review_text,review_rating,review_timestamp,clean_review
Great app.. Need this app.. Taxi is too expensive.. Please don't block this app,5,2016-03-15T11:42:20.000Z,great app need this app taxi is too expensive please don t block this app
Taxis come within 5 mins..and the taxi drivers are friendly i luv it,5,2015-06-23T12:30:30.000Z,taxis come within 5 mins and the taxi drivers are friendly i luv it
Like this,5,2016-02-20T15:51:36.000Z,like this
Good job,5,2014-10-31T14:05:14.000Z,good job
Very useful and well done,5,2016-08-19T02:46:29.000Z,very useful and well done
Love free rides,4,2016-06-13T14:21:02.000Z,love free rides
"nothing to explain, I just like to add 5 stars in here ðŸ˜ƒ",5,2016-07-15T06:56:06.000Z,nothing to explain i just like to add 5 stars in here
"Everytime im trying to verify my phone number, grab cant confirm it and says that it is not a valid number",1,2016-11-25T11:28:56.000Z,everytime im trying to verify my phone number grab cant confirm it and says that it is not a valid number
"QuÃ¡ hay,quÃ¡ tuyá»‡t",5,2015-11-26T18:21:58.000Z,qu hay qu tuy t
Need premium car back.,1,2015-11-28T16:44:27.000Z,need premium car back
better than hiring a trike,4,2015-06-05T05:14:57.000Z,better than hiring a trike
I get to go my favourite naughty places,5,2015-11-13T03:53:11.000Z,i get to go my favourite naughty places
Safe and worry free,4,2016-07-20T05:15:37.000Z,safe and worry free
Servis yg tsgt bgus. Xrugi.,5,2016-10-01T14:33:38.000Z,servis yg tsgt bgus xrugi
"This app is really helpful, so i dont need to worry if i don't know where i am, but the price is little bit high for grab car. And this app ask for the high demand price when you need on weekend",5,2016-06-30T05:42:48.000Z,this app is really helpful so i dont need to worry if i don t know where i am but the price is little bit high for grab car and this app ask for the high demand price when you need on weekend
Consistently having upgrades for good improvements,5,2016-04-02T08:11:21.000Z,consistently having upgrades for good improvements
I like the grab car but the cost now is higher than before sometimes when  I go work I  pay 130 + then I going back home 170.  I hope not to high midnight oh traffic  no traffic the payments is standard already  mybe soon I come back again by taxi.. I like this because its a safety  .,3,2016-04-23T01:33:46.000Z,i like the grab car but the cost now is higher than before sometimes when i go work i pay 130 then i going back home 170 i hope not to high midnight oh traffic no traffic the payments is standard already mybe soon i come back again by taxi i like this because its a safety
Love it...Very helpful apps,5,2015-04-30T13:22:54.000Z,love it very helpful apps
More PROMO!!!,5,2015-03-26T07:05:21.000Z,more promo
"For now, I don't experience any problems. Actually we always used Grab everytime we will travel with friends and the drivers are friendly based on my experience",5,2016-11-13T00:14:51.000Z,for now i don t experience any problems actually we always used grab everytime we will travel with friends and the drivers are friendly based on my experience
Best in KL!,5,2016-08-14T14:39:33.000Z,best in kl
nowadays always surge pricing than we mostly use uber,3,2016-09-04T14:38:11.000Z,nowadays always surge pricing than we mostly use uber
Layanannya nyaman,5,2016-04-18T06:55:34.000Z,layanannya nyaman
Thx good,5,2016-08-24T01:44:23.000Z,thx good
Easy and accurate,4,2015-01-23T13:47:59.000Z,easy and accurate
"Cepet, puas..",4,2016-04-06T04:50:45.000Z,cepet puas
"Alternatif pilihan dari transport online ya ke grabtaxi ini, request order disambut oleh driver tapi tak kunjung datang.... 30 menit Driver SMS agar saya mencancelnya.. *kecewa*",1,2015-12-20T22:38:57.000Z,alternatif pilihan dari transport online ya ke grabtaxi ini request order disambut oleh driver tapi tak kunjung datang 30 menit driver sms agar saya mencancelnya kecewa
annoying aplication,1,2016-11-17T14:28:37.000Z,annoying aplication
I am impressed with this service!,5,2015-07-04T18:26:46.000Z,i am impressed with this service
"Nice app,  bener kebantu dengan adanya gran",5,2016-10-18T20:41:38.000Z,nice app bener kebantu dengan adanya gran
"Awesome and convenience, reasonable rate.",5,2016-10-27T14:25:28.000Z,awesome and convenience reasonable rate
Its very convenient,5,2015-03-22T07:49:41.000Z,its very convenient
Maybe you can add premuim menu for grabbike. Just like grabtaxi. Keep up the good work (more promo),4,2015-08-24T10:30:53.000Z,maybe you can add premuim menu for grabbike just like grabtaxi keep up the good work more promo
Promonya ga jelas,4,2016-04-03T04:16:47.000Z,promonya ga jelas
Two thumbs!!!,5,2016-07-13T15:14:15.000Z,two thumbs
Bagus dan dapat diandalkan,5,2016-07-18T16:02:04.000Z,bagus dan dapat diandalkan
Wonderful app....love it,5,2015-01-23T14:53:51.000Z,wonderful app love it
App says there's something wrong with my Internet ask to check my connection. Nothing wrong with my Internet at all.,2,2016-01-24T03:27:45.000Z,app says there s something wrong with my internet ask to check my connection nothing wrong with my internet at all
"Thanks grabcar klo bisa sampe puncak dong , sukses buat grab express",5,2016-02-19T04:28:56.000Z,thanks grabcar klo bisa sampe puncak dong sukses buat grab express
Fast grab! :),5,2015-05-05T12:06:15.000Z,fast grab
Promonya bagus bagus sekarang,5,2016-06-15T02:57:29.000Z,promonya bagus bagus sekarang
The title says it all. The best taxi app. Grab is superb for asian market. Especially where I am from.,5,2016-07-29T10:28:34.000Z,the title says it all the best taxi app grab is superb for asian market especially where i am from
Safe and no hassle for travel,3,2016-09-12T14:50:01.000Z,safe and no hassle for travel
I love the new chat feature,5,2016-11-01T11:59:39.000Z,i love the new chat feature
"I ordered grab hitch and checked ""same gender driver"" yet I always get male drivers while I'm totally female. I see it connecting with my Facebook account so I thought that it corresponds with my Facebook profile but how come it cannot determine my gender accurately? Please fix this. Thanks.",3,2016-10-31T16:15:31.000Z,i ordered grab hitch and checked same gender driver yet i always get male drivers while i m totally female i see it connecting with my facebook account so i thought that it corresponds with my facebook profile but how come it cannot determine my gender accurately please fix this thanks
Good service so far,4,2014-12-08T14:43:03.000Z,good service so far
Good juga,5,2016-10-29T16:17:55.000Z,good juga
This is an effective app to get rides,5,2016-12-05T10:55:18.000Z,this is an effective app to get rides
You should include an estimate fare option before booking a taxi. I just want to estimate my fare this morning but it automatically booked a cab. I feel so sorry for the driver because I am not even close in the starting point that I have chosen.,3,2014-10-01T11:34:52.000Z,you should include an estimate fare option before booking a taxi i just want to estimate my fare this morning but it automatically booked a cab i feel so sorry for the driver because i am not even close in the starting point that i have chosen
Ini aku mau ambil barang di daetah ciledug ga ada yang mau ambil.. Unisntall aja dah ganyi gojek...,1,2016-06-04T06:50:27.000Z,ini aku mau ambil barang di daetah ciledug ga ada yang mau ambil unisntall aja dah ganyi gojek
Always no internet service for a reason.. but i can use internet for other apps. Weird,1,2016-06-03T12:35:41.000Z,always no internet service for a reason but i can use internet for other apps weird
"Good application, very helpful..",5,2016-04-01T18:21:25.000Z,good application very helpful
"Co-employee was nearly victimized by a taxi booked through this app. Thus, this does not make it a safer option - just the same as if you get ant taxi but still have to pay extra for the booking.",1,2014-08-14T02:46:31.000Z,co employee was nearly victimized by a taxi booked through this app thus this does not make it a safer option just the same as if you get ant taxi but still have to pay extra for the booking
Sangat membantu mobilitas saya dan balita saya,5,2016-09-11T08:57:06.000Z,sangat membantu mobilitas saya dan balita saya
Pertahanan terus,5,2016-11-15T22:56:16.000Z,pertahanan terus
"First time: no taxis found. Second time: taxi arrived and left without us after less than a minute of waiting. Third time: canceled us a few minutes after booking. Fourth time: same experience. Fifth time: don't even remember. Later used the ComfortDelgro app, worked first time and the driver waited. So much better.",1,2016-03-14T00:44:24.000Z,first time no taxis found second time taxi arrived and left without us after less than a minute of waiting third time canceled us a few minutes after booking fourth time same experience fifth time don t even remember later used the comfortdelgro app worked first time and the driver waited so much better
"The drivers are polite and cool, and i feel safe ðŸ˜Š IT WAS AMAZING and it was UNEXPECTED",5,2016-10-11T12:27:16.000Z,the drivers are polite and cool and i feel safe it was amazing and it was unexpected
Great deals and promos. Drivers are very courteous and professional especially in  the Davao area. I would've given it 5* if it weren't for the syncing issues about the current location. Very amazing service nonetheless.,4,2014-11-25T08:47:35.000Z,great deals and promos drivers are very courteous and professional especially in the davao area i would ve given it 5 if it weren t for the syncing issues about the current location very amazing service nonetheless
I use this app everyday. The promo was really helpful!,5,2014-07-19T18:17:29.000Z,i use this app everyday the promo was really helpful
I do not know there is a booking fee. No such information when I use this apps...                               Also. I had waited for more than 15mins for taxi despite the apps shown only need 3mins to wait.,1,2014-09-10T10:30:04.000Z,i do not know there is a booking fee no such information when i use this apps also i had waited for more than 15mins for taxi despite the apps shown only need 3mins to wait
Best service,5,2016-04-20T12:17:11.000Z,best service
Brand and color of car not indicated.,4,2015-08-20T14:26:08.000Z,brand and color of car not indicated
It would be good if you include the model and color of the car.,4,2015-07-25T08:03:36.000Z,it would be good if you include the model and color of the car
